epoch,train_mse,train_mae,val_mse,val_mae,epoch_time
1,286.9451071240799,16.824407182406677,267.8417944785276,16.267286953604295,0.2737295627593994
2,244.60197427871978,15.502157281500558,217.08136503067485,14.615301476226994,0.1974480152130127
3,185.92219846707414,13.437876608093454,149.95209930981596,12.062988880368097,0.19843769073486328
4,115.93095158878812,10.426838390458645,78.03277415644172,8.48927099309816,0.1976616382598877
5,51.827154983857454,6.575934120282515,25.945235812883435,4.44951501389954,0.20420193672180176
6,21.17653908714511,3.701989993186654,13.829930741947853,2.938736280195552,0.2165970802307129
7,12.832152999412624,2.8432361590749458,7.772812020705522,2.249967797402224,0.2004709243774414
8,7.747244496952221,2.1940396987802724,4.15626318059816,1.6189593917753067,0.2034587860107422
9,4.6756163235091766,1.6934776506714766,2.3434242295341257,1.2029961147191335,0.1882610321044922
10,3.197769469893944,1.3871486194502292,1.6299133675230062,0.9946205185966258,0.1912841796875
11,2.6258180700516727,1.2494959064086528,1.3390046851035275,0.8772867588909126,0.17701005935668945
12,2.289443023071931,1.1724699323235,1.1885329544909893,0.7996154410707439,0.19603919982910156
13,2.250142639994496,1.1585362431378772,1.147746117714724,0.7802147988161426,0.2006676197052002
14,2.189799600595179,1.143473868866448,1.2564462111771473,0.8644282615989264,0.22651219367980957
15,2.1129618182417973,1.1249466905082437,1.1517303279572468,0.7893984554735429,0.2224595546722412
16,2.191386185735307,1.1413262945871123,1.1892471781537577,0.8147522347105062,0.1769874095916748
17,2.1076821247987314,1.1215169808340624,1.1584429220187884,0.7914945450297163,0.198042631149292
18,2.1160528541990136,1.122363330187231,1.2024634987298697,0.8255518626581672,0.2126011848449707
19,2.001385076063539,1.0980047793543803,1.1802452789493865,0.809788091928681,0.2218024730682373
20,2.0777021582570363,1.1097833250348625,1.1466587932563266,0.7896575740509969,0.1960587501525879
21,1.985756273400019,1.0829913583589026,1.1900928333493097,0.8187318766775307,0.21240234375
22,2.0811566454128263,1.1017123562304378,1.2217702292225843,0.8376226694305982,0.20856428146362305
23,2.0527779371580492,1.0996350550125074,1.1517047905483129,0.7882818491180982,0.2247450351715088
24,2.0047060207362932,1.0906847643927444,1.2861196319018404,0.8713029919957822,0.21128201484680176
25,2.0088801579520528,1.0973378330876524,1.170119434192868,0.8061073350028758,0.17878127098083496
26,2.058450716903157,1.1052834945020866,1.141901495997891,0.7758111310151458,0.21322274208068848
