epoch,train_mse,train_mae,val_mse,val_mae,epoch_time
1,281.75156701827024,16.668321098062894,257.5996932515337,15.948865270322086,0.5013618469238281
2,230.78768956197425,15.03972188506342,197.5807323619632,13.90476538535276,0.39993858337402344
3,165.79625733192034,12.6038209291412,127.58924463190183,10.996974453604295,0.3989248275756836
4,97.13802134677313,9.352509154631639,65.27547929447853,7.427538463381902,0.39756011962890625
5,46.66926723925473,5.941450919262619,31.819183761503066,4.423175086273006,0.4113926887512207
6,25.34923610426525,3.9122151917338246,19.251850076687116,3.2508438578412577,0.41669130325317383
7,16.000787295753646,3.1025798328291354,11.389841353527608,2.49758465538727,0.3990292549133301
8,10.342753894697605,2.472484151396967,6.862700704562884,1.9442826159892639,0.3931100368499756
9,7.010536522770028,2.0474996155619496,4.371717132381135,1.5578578831959355,0.38930487632751465
10,5.334208074302954,1.789861949836418,3.4283610525306747,1.4025672210506135,0.38901233673095703
11,4.693908161921456,1.6997697671755883,3.0197984566717793,1.3342419957822085,0.37591075897216797
12,4.502500451827024,1.6568948723665673,2.994955725172546,1.3522603228048313,0.3839848041534424
13,4.345948581314488,1.6337647142219744,2.9365626797354296,1.3412301092791412,0.4076371192932129
14,4.264565869962128,1.6219608455300958,2.921849237921779,1.327722991756135,0.4389801025390625
15,4.530286113045068,1.6615281932361494,2.858205821031442,1.2956775127013036,0.4228780269622803
16,4.258771701816755,1.6167208153115964,2.8358012006326687,1.312588220139954,0.3815007209777832
17,4.336344080141791,1.6203823871793055,2.933258842983129,1.3538029021280675,0.5687716007232666
18,4.189746026361027,1.606937813583358,2.8334748250575155,1.3135882980253069,0.4291098117828369
19,4.313385234395538,1.6211477734939783,2.830800062308282,1.2987222308761504,0.45008206367492676
20,4.226090552553644,1.620248018379091,2.822949518309049,1.3143076890816718,0.3991551399230957
21,4.251519797853616,1.6132934682627456,2.782723231403374,1.300837267542178,0.4263749122619629
22,4.148399537544772,1.573026189794049,2.798471949290644,1.3022732038439417,0.41521668434143066
23,4.071793083888875,1.5644849422226192,2.838126078412577,1.3230609542753067,0.44685864448547363
24,4.14130548423021,1.580184703871028,2.7522463933090493,1.2917246812691718,0.41304707527160645
25,4.084659034897476,1.5789531142177642,2.741864874904141,1.2942120698332056,0.3830993175506592
26,4.1873834491653525,1.5828503068187887,2.726682623178681,1.2771807898773007,0.41090917587280273
27,4.0408396595534715,1.5778033700776526,2.7459975915452453,1.293900678201687,0.3849806785583496
28,4.089950593613425,1.563580116889705,2.734509502013037,1.279122082294862,0.4819908142089844
29,4.104521646108537,1.59274159620989,2.74170251389954,1.2724816070743865,0.4591643810272217
30,3.925635240556815,1.551617354624655,2.734067652415644,1.2807966173792178,0.4334757328033447
31,3.980463407017079,1.5507884221122092,2.7173965922162577,1.2788725496069786,0.39878368377685547
32,3.959192975963829,1.5552921957022008,2.7346814489072084,1.2968421982841258,0.3761100769042969
33,3.935497616869167,1.5337137007688249,2.7305939656825156,1.2921672797641872,0.36441922187805176
34,4.001467009824157,1.5629226171130512,2.770153733703988,1.2692520609662576,0.44658589363098145
35,4.096283825414038,1.5634752869229964,2.8507072589148774,1.3420333768692485,0.3885965347290039
36,3.9681313210857403,1.5521406701185225,2.761132512940951,1.3094022598734663,0.38063526153564453
37,3.931799486483184,1.5495289783497839,2.6940169071127302,1.280183270226227,0.4353926181793213
38,3.8310194526937105,1.522291807220812,2.7596404093174844,1.2949356547162576,0.41654443740844727
39,3.9547509515323096,1.543676382359646,2.6939141583588957,1.2712787277128068,0.399066686630249
