epoch,train_nll,val_nll,val_mse,val_mae,temperature,entropy_weight
42,1.817575874388782,1.6530889850452635,1.600751700723098,1.0368728201813493,1.878787878787879,0.0
43,1.779903023776948,1.6954883056184265,1.605440478822205,1.0461259973561106,1.8636363636363638,0.0
44,1.7971213435525022,1.5086136621931578,1.1608503291943322,0.8148852637209044,1.8484848484848486,0.0
45,1.7854781508069686,1.5284260362203868,1.1054626308335849,0.7742457181398122,1.8333333333333335,0.0
46,1.7989704172693968,1.6688777996718518,1.3958946448893634,0.94880384418862,1.8181818181818183,0.0
47,1.7782964800434533,1.602977020755136,1.4260551636935743,0.9562005780225883,1.803030303030303,0.0
48,1.7704163880002235,1.7270382578387582,1.7939692930209856,1.1131716624359411,1.7878787878787878,0.0
49,1.780863542912761,1.7222933709255757,1.7599083207136283,1.1014337620120838,1.7727272727272727,0.0
50,1.7726494690597245,1.7281164327282115,1.7927141783427607,1.1268972730344058,1.7575757575757576,0.0
51,1.7564112915726993,1.8059088867866189,1.89000262482766,1.1689468876715818,1.7424242424242424,0.0
52,1.763724816710415,1.715432178608479,1.6864054416586285,1.0810844627626104,1.7272727272727273,0.0
53,1.7497941830932906,1.6461782933744185,1.521123411319007,1.0071916779126127,1.7121212121212122,0.0
54,1.738739091264462,1.6185366930405787,1.4471011509924578,0.976635674611191,1.696969696969697,0.0
55,1.7645494662123398,1.7532490913121979,1.672548069398096,1.0735476703000215,1.6818181818181817,0.0
56,1.7466673515071127,1.6031158008458424,1.3998613247842144,0.9367205820200634,1.6666666666666665,0.0
57,1.766341801572172,1.7814125771902822,1.83717024399459,1.145009568863851,1.6515151515151514,0.0
58,1.7494899488272602,2.050415174507656,2.612479866940551,1.4131933278101354,1.6363636363636362,0.0
59,1.741972563018558,1.5493057413335227,1.246309824808975,0.8627809786357763,1.621212121212121,0.0
60,1.732313359949491,1.6227204587561952,1.4042525273890583,0.9483019278824695,1.606060606060606,0.0
61,1.7071096329282887,1.993623497734772,2.520833914119042,1.3916810385288636,1.5909090909090908,0.0
62,1.722493587357514,1.6738893587896428,1.55267432745249,1.024314325426254,1.5757575757575757,0.0
63,1.7216628428889373,1.673200155328388,1.4724675403782195,0.9859256419667437,1.5606060606060606,0.0
64,1.6992055578813443,1.716606571191659,1.666666286562118,1.0764650394580115,1.5454545454545454,0.0
65,1.7210358655791178,1.8279473955645884,1.8719432090689068,1.1608365641049812,1.5303030303030303,0.0
66,1.7075250101139618,1.947120598342521,2.163756238024659,1.2652206894810214,1.5151515151515151,0.0
67,1.7021093945147237,1.9245350972275062,2.147946264407386,1.2659673000405902,1.5,0.0
68,1.6953362869539472,1.6767673015594482,1.334397999933161,0.9265657492210528,1.4848484848484849,0.0
69,1.6862380885676755,1.7055269577751861,1.5554301282379526,1.022959120141948,1.4696969696969697,0.0
70,1.679993982946835,1.792121272730681,1.8690146999125101,1.1557172362789785,1.4545454545454546,0.0
71,1.6976069104157536,2.0893643595689646,2.6592322624534184,1.4428604617440628,1.4393939393939394,0.0
72,1.7091137689746894,2.0359045722001903,2.671908625210721,1.4381082091594766,1.4242424242424243,0.0
73,1.6839937758871935,1.7457573384595064,1.6059437909740613,1.037377055729825,1.4090909090909092,0.0
74,1.7055119267272147,1.9698864495096031,2.4527133107916708,1.359294616517845,1.393939393939394,0.0
75,1.6572716506873773,2.066561593307308,2.643271251690168,1.4343555874619747,1.378787878787879,0.0
76,1.6785319443130091,1.882791883960092,2.0263102312029506,1.2118570538386246,1.3636363636363635,0.0
77,1.660008265267662,2.0518211551970498,2.5546935429602313,1.4046885851702076,1.3484848484848484,0.0
78,1.6405026882604845,1.7155276702225575,1.5632233169181216,1.01749676882855,1.3333333333333333,0.0
79,1.6957252577150908,1.942659122958505,2.2706646863668243,1.3040361401493563,1.3181818181818181,0.0
80,1.6587569451607866,1.8739971043873418,1.9955745612185425,1.2070511632170413,1.303030303030303,0.0
81,1.6403570158875203,2.029435201364061,2.552783295274512,1.395454522290844,1.2878787878787878,0.0
82,1.6472223110880886,1.6901431572217882,1.5724276560215862,1.0253445980739009,1.2727272727272727,0.0
83,1.6431798273080531,1.7816311021523974,1.8687594416682705,1.150627359875872,1.2575757575757576,0.0
84,1.6367720668874954,2.25755776539902,3.4028281890541496,1.6591094580164716,1.2424242424242424,0.0
85,1.6557181479426966,1.8864653944237832,2.189125823682071,1.2821200388340863,1.2272727272727273,0.0
86,1.6273236200761845,2.083132515363167,2.7642234559439443,1.4721131475425204,1.2121212121212122,0.0
87,1.633448180340066,1.7853206728133688,1.946152304725413,1.18401539969298,1.196969696969697,0.0
88,1.652118046702396,1.841690296336917,2.109677522752914,1.2489118641870884,1.1818181818181819,0.0
89,1.6443698376135119,2.0411082475463305,2.7871505860170704,1.472756181319067,1.1666666666666667,0.0
90,1.632478911668595,2.322569769584328,3.4072937029271038,1.6613803790390858,1.1515151515151516,0.0
91,1.6258660368112108,2.0691154477055087,2.88551914852821,1.4976566166965508,1.1363636363636365,0.0
92,1.6074775528832566,1.8928884749032238,2.3538735635441506,1.32795361243874,1.121212121212121,0.0
93,1.640252796758738,2.0833532552777623,3.075654944320398,1.564640922195341,1.106060606060606,0.0
94,1.6228624967119796,1.8031523353483048,2.018317546434929,1.1985760071526277,1.0909090909090908,0.0
95,1.6250827148259,2.273743101131697,3.2515584606334476,1.6140547769932658,1.0757575757575757,0.0
96,1.5990493193535147,2.1156718534925965,2.870429288829031,1.4972035883394488,1.0606060606060606,0.0
97,1.6206351114999107,1.9239286206251274,2.5641768946969434,1.3861414432525634,1.0454545454545454,0.0
98,1.6152316867114367,2.0461182357343426,2.8563755585372084,1.487677734322343,1.0303030303030303,0.0
99,1.6060205138945554,2.023871004362048,2.629724352491414,1.4241253700724408,1.0151515151515151,0.0
100,1.6229495885620357,2.0760053854047156,2.746808387896766,1.466037230988953,1.0,0.0
