train_loss,val_loss,train_mae,val_mae,lr,best_epoch,best_val_loss
120.69904352823893,45.407565116882324,9.179881207148235,6.406020879745483,0.003,28,1.0631993561983109
21.70597241719564,11.466798543930054,3.7922067801157633,2.9300456643104553,0.003,28,1.0631993561983109
10.087842973073323,4.0255603194236755,2.526861572265625,1.5154416859149933,0.003,28,1.0631993561983109
7.201921971638997,3.1862977743148804,2.132416566212972,1.330117106437683,0.003,28,1.0631993561983109
6.532358392079671,2.8065494894981384,2.048391612370809,1.2734293937683105,0.003,28,1.0631993561983109
5.756421597798665,2.2946952879428864,1.8991949637730916,1.1601025760173798,0.003,28,1.0631993561983109
5.266979344685873,1.935119092464447,1.8175153652826945,1.0628235787153244,0.003,28,1.0631993561983109
4.62013889948527,1.6582655608654022,1.698221238454183,0.988050252199173,0.003,28,1.0631993561983109
4.392070150375366,1.5745647847652435,1.651264754931132,0.9649402946233749,0.003,28,1.0631993561983109
4.064267349243164,1.5604490637779236,1.5972787141799927,0.9777940958738327,0.003,28,1.0631993561983109
4.000499550501505,1.3659475147724152,1.58716828028361,0.8961908668279648,0.003,28,1.0631993561983109
3.927813831965129,1.2869258224964142,1.5719745953877766,0.8737463355064392,0.003,28,1.0631993561983109
3.939752229054769,1.2193045020103455,1.5655975739161174,0.8194366991519928,0.003,28,1.0631993561983109
3.822723086675008,1.2506567686796188,1.5525204261144003,0.844373881816864,0.003,28,1.0631993561983109
3.6777148564656574,1.165895015001297,1.5206531127293905,0.7999339699745178,0.003,28,1.0631993561983109
3.722464179992676,1.1489557921886444,1.5176934639612834,0.7867426425218582,0.003,28,1.0631993561983109
3.5904576460520428,1.6107737720012665,1.506480876604716,0.9804993122816086,0.003,28,1.0631993561983109
3.494088713328044,1.350133091211319,1.469017497698466,0.8942037522792816,0.003,28,1.0631993561983109
3.5458948294321697,1.295906201004982,1.4855730056762695,0.86715167760849,0.003,28,1.0631993561983109
3.3433311144510904,1.2695654928684235,1.4467176914215087,0.8718747496604919,0.003,28,1.0631993561983109
3.478856913248698,1.4051462411880493,1.4735544443130493,0.8660976588726044,0.003,28,1.0631993561983109
3.419328292210897,1.177532121539116,1.45237291653951,0.7881335467100143,0.003,28,1.0631993561983109
3.5369885921478272,1.3623571693897247,1.4939199129740397,0.9205605238676071,0.003,28,1.0631993561983109
3.6425958633422852,1.2092133611440659,1.5151148478190104,0.8315687626600266,0.003,28,1.0631993561983109
3.3729111830393474,1.2610723376274109,1.4473520835240683,0.8275278210639954,0.0015,28,1.0631993561983109
3.4480571269989015,1.1153788417577744,1.4715011994043985,0.7785842418670654,0.0015,28,1.0631993561983109
3.291594219207764,1.1749539524316788,1.4389232635498046,0.7984961271286011,0.0015,28,1.0631993561983109
3.3419426918029784,1.0631993561983109,1.4372939507166544,0.7503691464662552,0.0015,28,1.0631993561983109
3.3336064497629803,1.3575383424758911,1.4413883209228515,0.8874796479940414,0.0015,28,1.0631993561983109
3.187994925181071,1.1533297449350357,1.4145813862482706,0.7986821234226227,0.0015,28,1.0631993561983109
3.252548933029175,1.1033765822649002,1.4224823395411172,0.7665402144193649,0.0015,28,1.0631993561983109
3.316448211669922,1.1040181815624237,1.4442906220753988,0.7651853412389755,0.0015,28,1.0631993561983109
3.1577446937561033,1.129931926727295,1.4039156039555867,0.7754179984331131,0.0015,28,1.0631993561983109
3.1894773483276366,1.1305819153785706,1.4025745789210002,0.7698214501142502,0.0015,28,1.0631993561983109
3.3392569541931154,1.183615356683731,1.4468363841374716,0.8122522532939911,0.0015,28,1.0631993561983109
3.359786542256673,1.1826235055923462,1.4464081605275472,0.7937772870063782,0.0015,28,1.0631993561983109
3.181056356430054,1.143074244260788,1.4154172499974569,0.7832689881324768,0.00075,28,1.0631993561983109
3.0791327635447185,1.1730760037899017,1.3817222595214844,0.8010988086462021,0.00075,28,1.0631993561983109
3.099212567011515,1.1202673614025116,1.3874524434407551,0.7692434340715408,0.00075,28,1.0631993561983109
3.125367832183838,1.1456217616796494,1.4038164774576822,0.7852287292480469,0.00075,28,1.0631993561983109
3.1790228684743247,1.3163188993930817,1.4133926073710124,0.8780393153429031,0.00075,28,1.0631993561983109
3.324911594390869,1.1379320472478867,1.432088017463684,0.7821369767189026,0.00075,28,1.0631993561983109
3.1880834738413495,1.1922088116407394,1.4044474363327026,0.8100548088550568,0.00075,28,1.0631993561983109
3.307518196105957,1.1325664967298508,1.4339240868886312,0.7814593762159348,0.00075,28,1.0631993561983109
3.1683173179626465,1.137572392821312,1.4107137441635131,0.7882769703865051,0.00075,28,1.0631993561983109
3.2350821018218996,1.158647581934929,1.412484876314799,0.7845142036676407,0.000375,28,1.0631993561983109
3.0546111901601156,1.162585288286209,1.3901740868886312,0.7947243899106979,0.000375,28,1.0631993561983109
3.176210943857829,1.1524043381214142,1.4137693484624227,0.7994260936975479,0.000375,28,1.0631993561983109
3.15643679300944,1.1421201527118683,1.4011675198872884,0.7837795466184616,0.000375,28,1.0631993561983109
3.1324033101399738,1.1106287240982056,1.3808886528015136,0.7676777243614197,0.000375,28,1.0631993561983109
3.1854206879933673,1.2573639005422592,1.4171818415323894,0.8442783504724503,0.000375,28,1.0631993561983109
3.20542688369751,1.2039043456315994,1.418215028444926,0.8127709925174713,0.000375,28,1.0631993561983109
3.1540977160135903,1.2029524445533752,1.4055813471476237,0.816089004278183,0.000375,28,1.0631993561983109
