method,year,sample,mse,mae,rmse,n
zero_shot,2005,0,0.6746106743812561,0.6553744077682495,0.8213468660567569,34
zero_shot,2005,1,1.0955973863601685,0.7628216743469238,1.046707880146208,34
zero_shot,2005,2,1.2736296653747559,0.7401241064071655,1.1285520215633642,34
zero_shot,2005,3,1.920789122581482,0.939624011516571,1.3859253668872225,34
zero_shot,2005,4,0.6035246849060059,0.6189236640930176,0.7768685119799913,34
zero_shot,2005,5,0.6270488500595093,0.6297483444213867,0.7918641613682925,34
zero_shot,2005,6,0.9862251281738281,0.7220491766929626,0.9930886809212096,34
zero_shot,2005,7,1.3763622045516968,0.9267555475234985,1.1731846421393763,34
zero_shot,2005,8,0.7432242035865784,0.6715599298477173,0.8621045201056414,34
zero_shot,2005,9,0.9100019931793213,0.6840269565582275,0.9539402461262033,34
zero_shot,2005,10,0.7966064214706421,0.6904546618461609,0.8925281068238927,34
zero_shot,2005,11,0.5954067707061768,0.5592180490493774,0.7716260562644167,34
zero_shot,2005,12,0.5694720149040222,0.6050419807434082,0.7546336958445615,34
zero_shot,2005,13,1.0319459438323975,0.7465735673904419,1.0158474018436023,34
zero_shot,2005,14,1.1250338554382324,0.7315108776092529,1.0606761312663882,34
zero_shot,2005,15,0.6444673538208008,0.5986261367797852,0.8027872406938221,34
zero_shot,2005,16,0.4595656096935272,0.5262583494186401,0.6779126858921636,34
zero_shot,2005,17,0.8645092248916626,0.7140782475471497,0.9297898821194295,34
zero_shot,2005,18,1.309049129486084,0.7926482558250427,1.1441368491076949,34
zero_shot,2005,19,1.208992838859558,0.8231159448623657,1.0995421041777154,34
zero_shot,2006,0,0.4061183035373688,0.4367207884788513,0.6372741196199394,33
zero_shot,2006,1,1.1390206813812256,0.7060991525650024,1.0672491187071675,33
zero_shot,2006,2,0.7634786367416382,0.6732088327407837,0.8737726459106157,33
zero_shot,2006,3,0.9838699698448181,0.7631480693817139,0.9919021977215385,33
zero_shot,2006,4,0.7893789410591125,0.6624162197113037,0.888470000089543,33
zero_shot,2006,5,0.5754021406173706,0.5877922773361206,0.7585526617298041,33
zero_shot,2006,6,0.4154779314994812,0.5307648181915283,0.6445757763827936,33
zero_shot,2006,7,1.082223892211914,0.7752838134765625,1.0402999049369916,33
zero_shot,2006,8,1.1748278141021729,0.776268482208252,1.0838947430918617,33
zero_shot,2006,9,0.7154144048690796,0.6232069134712219,0.8458217335048087,33
zero_shot,2006,10,0.6228914856910706,0.5852254033088684,0.7892347468852791,33
zero_shot,2006,11,1.086648941040039,0.6956839561462402,1.042424549327211,33
zero_shot,2006,12,1.2077661752700806,0.8071315288543701,1.0989841560596225,33
zero_shot,2006,13,0.7198119759559631,0.5491778254508972,0.8484173359591157,33
zero_shot,2006,14,1.644437551498413,0.7887908816337585,1.2823562498379353,33
zero_shot,2006,15,0.9234812259674072,0.6422027945518494,0.9609793056915468,33
zero_shot,2006,16,0.5621470212936401,0.5569453239440918,0.7497646439341082,33
zero_shot,2006,17,0.5407968163490295,0.5410489439964294,0.7353888878335255,33
zero_shot,2006,18,0.7691290378570557,0.6457339525222778,0.8770000215832697,33
zero_shot,2006,19,0.7686756253242493,0.6148818135261536,0.8767414814666005,33
zero_shot,2007,0,0.5415483117103577,0.4511849582195282,0.7358996614419371,31
zero_shot,2007,1,0.7435034513473511,0.6569666862487793,0.8622664619172841,31
zero_shot,2007,2,0.541837751865387,0.5051751732826233,0.7360962925225116,31
zero_shot,2007,3,0.9779473543167114,0.6381299495697021,0.9889122075880707,31
zero_shot,2007,4,0.37899428606033325,0.4684135317802429,0.6156251181200563,31
zero_shot,2007,5,1.418940782546997,0.7039147019386292,1.1911930081002815,31
zero_shot,2007,6,0.5934348106384277,0.5520851016044617,0.7703472013569127,31
zero_shot,2007,7,1.1634294986724854,0.6416076421737671,1.0786238912023436,31
zero_shot,2007,8,0.875846803188324,0.5549626350402832,0.9358668725776781,31
