train_loss,val_loss,train_mae,val_mae
224.43553034464517,130.1451997756958,14.7927741739485,11.253445982933044
46.0381611055798,10.895265698432922,5.621388590998119,2.4091418236494064
8.981516520182291,5.350762695074081,2.2701493766572742,1.8015204071998596
6.916630327701569,4.531375288963318,2.0185115271144443,1.6531992256641388
6.070469386047787,4.065429508686066,1.9337550931506686,1.5541235357522964
5.8446037371953325,3.719593107700348,1.8913553522692785,1.4837403744459152
5.393609583377838,3.4599171578884125,1.7998607092433505,1.4293431341648102
5.051119811005062,3.2765535712242126,1.7428403463628557,1.3827105909585953
4.846955398718516,3.1060204803943634,1.7229721744855244,1.3393924087285995
4.421951360172695,2.9612033367156982,1.6278234985139635,1.308905079960823
4.4153021640247765,2.830685615539551,1.6272185610400305,1.2762785702943802
3.92522034380171,2.662486642599106,1.5543815162446764,1.23406520485878
3.9892857670783997,2.5766988396644592,1.562776529126697,1.2070185393095016
3.727539903587765,2.433595687150955,1.5043854945235782,1.1674748212099075
3.5521400968233743,2.341687247157097,1.4740816586547427,1.1356040611863136
3.451320389906565,2.1905150711536407,1.44297773970498,1.1043522506952286
3.23947431312667,2.1064448207616806,1.4018549985355802,1.072291225194931
3.391448140144348,2.0162416994571686,1.4251456691159143,1.0511941239237785
3.0873832437727184,1.9076769053936005,1.3775685098436143,1.0222815126180649
3.1047512094179788,1.8486968129873276,1.3677353064219158,1.01344533264637
2.9456524650255838,1.7417014390230179,1.3381386465496488,0.9660620912909508
2.8158198727501764,1.6896971315145493,1.3044989009698231,0.9368424713611603
2.773587783177694,1.5893293768167496,1.3044720888137817,0.9099837243556976
2.882416162225935,1.6108978688716888,1.3325398796134524,0.9096436053514481
2.7716200086805554,1.5003436729311943,1.3024146656195323,0.8758761882781982
2.69948340455691,1.4796027541160583,1.277087175183826,0.8801473751664162
2.580833272801505,1.4602635353803635,1.2591676066319148,0.8735372498631477
2.726504647069507,1.4945700764656067,1.2808473408222198,0.8687303960323334
2.7452094985379114,1.4170068502426147,1.2920590804682837,0.8421759307384491
2.628976434469223,1.4404214173555374,1.2663171423806086,0.8689328581094742
2.5235122044881186,1.3718111291527748,1.2533141440815396,0.8192253038287163
2.588766955667072,1.3605487197637558,1.2654510570896997,0.8276269137859344
2.5115064548121557,1.3704801350831985,1.2241147855917613,0.8277038633823395
2.4670461879836187,1.4145551919937134,1.232024547126558,0.8644828870892525
2.654248293903139,1.3279330879449844,1.26100236011876,0.804262712597847
2.4642085598574743,1.3526993617415428,1.206328370504909,0.8281918913125992
2.505666438076231,1.3154094740748405,1.2252670377492905,0.7965820729732513
2.551343474123213,1.3074877709150314,1.240645032789972,0.7945609837770462
2.5335269570350647,1.3170378878712654,1.2483284572760265,0.8084078729152679
2.4262206388844385,1.305090606212616,1.2180723183684878,0.8024358302354813
2.559981515010198,1.3468615859746933,1.2481573306851916,0.8090433925390244
2.5732284684975943,1.3249174132943153,1.2650837004184723,0.7937313765287399
2.5496694478723736,1.3216063007712364,1.2425311025645998,0.8108796924352646
2.400044431289037,1.3138087540864944,1.208219826221466,0.7933883741497993
2.366038312514623,1.313761681318283,1.2073789421055052,0.7971107140183449
2.3529600964652166,1.2823843285441399,1.197615654932128,0.7975032776594162
2.3479730718665652,1.2774439752101898,1.198646565278371,0.7943614944815636
2.4342444274160595,1.287869207561016,1.2092545098728604,0.8037859424948692
2.4471183816591897,1.2940597832202911,1.2231385260820389,0.8055850937962532
2.2382585174507565,1.258499264717102,1.1592397623591952,0.7782736271619797
2.49492218097051,1.404812216758728,1.2395474082893796,0.8531965464353561
2.323746280537711,1.3114574775099754,1.1821444034576416,0.7955920547246933
2.454960346221924,1.2801962867379189,1.223345783021715,0.7894482389092445
2.4004515277014837,1.2848622724413872,1.2129145595762465,0.7877313420176506
2.3182371887895794,1.2690924629569054,1.1961867246362898,0.7748823910951614
2.4769500262207456,1.2592507973313332,1.2233957284026675,0.7823070585727692
2.4033510122034283,1.2718094736337662,1.2178020824988682,0.7825262248516083
2.489929543601142,1.4650547951459885,1.229220438334677,0.8531400188803673
2.4017996622456446,1.318832777440548,1.2182739277680714,0.7893106266856194
2.463193287452062,1.285480111837387,1.2354245616330042,0.7839270830154419
2.455429428153568,1.329412005841732,1.2191621098253462,0.7998586222529411
2.4115569790204368,1.2702858448028564,1.2157787614398532,0.7775337919592857
2.412114749352137,1.281088337302208,1.2142762492100398,0.7986986488103867
2.371930228339301,1.3278389498591423,1.195626202556822,0.8275577947497368
2.2683747477001615,1.3085111156105995,1.1637685000896454,0.7979000434279442
2.309344079759386,1.3154575526714325,1.1829756332768335,0.8196364417672157
2.3700420955816903,1.3155676200985909,1.1788056277566485,0.8164073079824448
2.381713969839944,1.256369061768055,1.198830680714713,0.7863976433873177
2.407323863771227,1.2956811040639877,1.2176021105713315,0.7769932821393013
2.3670274714628854,1.3058561086654663,1.196179575390286,0.7825479507446289
2.4242125153541565,1.3189447596669197,1.2008283270729914,0.7969537675380707
2.2300978865888386,1.2948507219552994,1.1603742225302591,0.8021459206938744
2.327956063879861,1.300451822578907,1.1866959697670407,0.8216144517064095
2.392991546127531,1.2666636407375336,1.2030883298979864,0.7818080931901932
2.355840434630712,1.317591555416584,1.1912175350719028,0.8202795460820198
2.4364528159300485,1.286082647740841,1.2137578626473744,0.7795964404940605
2.396815518538157,1.2945950776338577,1.1936118569638994,0.7780786156654358
2.3334319392840066,1.248171642422676,1.1876105583376355,0.7770324125885963
2.4014075928264194,1.3551019802689552,1.1889951990710363,0.8417613580822945
2.3378546436627707,1.2669659852981567,1.201858037047916,0.7968338876962662
2.3121567600303226,1.3087035864591599,1.1807822518878512,0.8310724198818207
2.2964947587913938,1.263819545507431,1.1824087848265965,0.7844666913151741
2.369252896971173,1.2793732956051826,1.1796528432104323,0.8087103292346001
2.30839561091529,1.3145135194063187,1.1775170117616653,0.8349520564079285
2.262608846028646,1.2633378207683563,1.1764116767379973,0.7772441580891609
2.2882037493917675,1.3898674100637436,1.1776754872666464,0.8126639053225517
2.461566832330492,1.2687928229570389,1.2196728785832722,0.794131688773632
2.2749771740701465,1.2771974951028824,1.188898076613744,0.7906333804130554
2.126810567246543,1.2542171031236649,1.1236810915999942,0.7918011993169785
2.240677684545517,1.2516254112124443,1.152795167432891,0.7720040455460548
2.280770377980338,1.3511915504932404,1.173047693239318,0.8482569977641106
2.3307844234837427,1.264729157090187,1.2031361725595262,0.7744669243693352
2.32977196905348,1.2983316034078598,1.1806181619564693,0.8042269349098206
