method,year,sample,mse,mae,rmse,n
zero_shot,2005,44,0.8457807898521423,0.6618744134902954,0.9196634111739699,34
zero_shot,2005,45,0.5467795133590698,0.4957590699195862,0.7394454093163807,34
zero_shot,2005,46,0.47034889459609985,0.5286838412284851,0.685819870371295,34
zero_shot,2005,47,0.5513697266578674,0.530430018901825,0.7425427439938171,34
zero_shot,2005,48,0.8284664154052734,0.6858811378479004,0.9102013048800103,34
zero_shot,2005,49,0.554093599319458,0.5840103030204773,0.7443746364025698,34
zero_shot,2006,0,0.35968029499053955,0.42793306708335876,0.5997335199824498,33
zero_shot,2006,1,1.1479679346084595,0.6707325577735901,1.0714326551904507,33
zero_shot,2006,2,0.6218386292457581,0.5866451859474182,0.7885674538336959,33
zero_shot,2006,3,0.8196638822555542,0.6851645112037659,0.9053529048142245,33
zero_shot,2006,4,0.6285297274589539,0.6164035201072693,0.7927986676697646,33
zero_shot,2006,5,0.44314146041870117,0.5154137015342712,0.665688711349908,33
zero_shot,2006,6,0.3932042121887207,0.49212321639060974,0.6270599749535293,33
zero_shot,2006,7,0.9670743346214294,0.6940807104110718,0.9833993769681927,33
zero_shot,2006,8,1.0696519613265991,0.6993879675865173,1.0342397987539442,33
zero_shot,2006,9,0.62734454870224,0.5645477175712585,0.7920508498210452,33
zero_shot,2006,10,0.6674993634223938,0.5856932401657104,0.8170063423391485,33
zero_shot,2006,11,1.1032968759536743,0.7247706055641174,1.050379396196286,33
zero_shot,2006,12,1.2158557176589966,0.814531147480011,1.102658477344185,33
zero_shot,2006,13,0.7237728834152222,0.5534926652908325,0.8507484254556232,33
zero_shot,2006,14,1.5974326133728027,0.7872264385223389,1.2638958079576033,33
zero_shot,2006,15,0.8195327520370483,0.6071839928627014,0.9052804825229849,33
zero_shot,2006,16,0.5175975561141968,0.5115776062011719,0.7194425314882328,33
zero_shot,2006,17,0.4433794617652893,0.48987123370170593,0.6658674505975565,33
zero_shot,2006,18,0.6905708909034729,0.6406732797622681,0.8310059511841494,33
zero_shot,2006,19,0.7415134906768799,0.6018106937408447,0.8611117759483259,33
zero_shot,2006,20,0.3840027451515198,0.5056641697883606,0.6196795503738362,33
zero_shot,2006,21,0.8085490465164185,0.668906033039093,0.8991935534224088,33
zero_shot,2006,22,0.7042460441589355,0.6596493721008301,0.8391936869155627,33
zero_shot,2006,23,0.5139589905738831,0.50501549243927,0.7169093321849584,33
zero_shot,2006,24,0.6903385519981384,0.6259236335754395,0.8308661456565302,33
zero_shot,2006,25,0.20827870070934296,0.3730863928794861,0.4563756136225324,33
zero_shot,2006,26,0.5682135820388794,0.6296970248222351,0.7537994309090976,33
zero_shot,2006,27,0.5179773569107056,0.5114745497703552,0.7197064380083769,33
zero_shot,2006,28,0.5327011346817017,0.5329535603523254,0.7298637781680234,33
zero_shot,2006,29,0.5691061615943909,0.5333828926086426,0.7543912523315676,33
zero_shot,2006,30,0.9020389318466187,0.6444441080093384,0.9497573015495162,33
zero_shot,2006,31,0.4066714346408844,0.5408338308334351,0.637707954036081,33
zero_shot,2006,32,0.7512161135673523,0.604533851146698,0.8667272428897989,33
zero_shot,2006,33,0.855748176574707,0.682723879814148,0.9250665795361472,33
zero_shot,2006,34,0.399047315120697,0.4599360227584839,0.6317019195163942,33
zero_shot,2006,35,0.5721455216407776,0.5608884692192078,0.7564030153567459,33
zero_shot,2006,36,0.36754363775253296,0.5005425810813904,0.6062537733924078,33
zero_shot,2006,37,0.7544827461242676,0.6181506514549255,0.868609662693357,33
zero_shot,2006,38,0.592602014541626,0.5941852331161499,0.769806478630588,33
zero_shot,2006,39,0.19786593317985535,0.33851000666618347,0.444821237330071,33
zero_shot,2006,40,0.4919047951698303,0.518941342830658,0.7013592482956437,33
zero_shot,2006,41,1.311476707458496,0.8086851239204407,1.1451972351776336,33
zero_shot,2006,42,1.0788930654525757,0.659416913986206,1.0386977738748533,33
zero_shot,2006,43,0.764664351940155,0.5512949824333191,0.8744508859508091,33
zero_shot,2006,44,0.5048368573188782,0.5967435836791992,0.7105187241156127,33
zero_shot,2006,45,1.0653660297393799,0.6899023056030273,1.0321656987806658,33
zero_shot,2006,46,1.2577513456344604,0.7685454487800598,1.1214951384800829,33
zero_shot,2006,47,1.1125743389129639,0.7578848600387573,1.0547863949221965,33
zero_shot,2006,48,0.5275799632072449,0.5038418769836426,0.7263469991727404,33
zero_shot,2006,49,0.3329315781593323,0.48411908745765686,0.5770022341025486,33
zero_shot,2007,0,0.5577278733253479,0.46488654613494873,0.74681180582885,31
zero_shot,2007,1,0.7223858833312988,0.644084095954895,0.8499328698969695,31
zero_shot,2007,2,0.5817578434944153,0.529762327671051,0.7627305182660619,31
zero_shot,2007,3,1.0192747116088867,0.6795728802680969,1.0095913587233631,31
zero_shot,2007,4,0.4173605144023895,0.511877179145813,0.6460344529530833,31
zero_shot,2007,5,1.3754128217697144,0.7241227030754089,1.172779954539518,31
zero_shot,2007,6,0.6262288093566895,0.5552855730056763,0.7913462006964395,31
zero_shot,2007,7,1.404868245124817,0.7288390398025513,1.185271380370258,31
zero_shot,2007,8,0.9999877214431763,0.5569084882736206,0.9999938607027427,31
zero_shot,2007,9,0.3622211515903473,0.49469903111457825,0.6018481133893727,31
zero_shot,2007,10,1.2998079061508179,0.7409594058990479,1.1400911832615923,31
zero_shot,2007,11,1.4039260149002075,0.7699159383773804,1.1848738392336153,31
zero_shot,2007,12,1.0379316806793213,0.5858986377716064,1.0187893210469579,31
zero_shot,2007,13,1.2831227779388428,0.7357315421104431,1.1327500950954905,31
zero_shot,2007,14,1.0442557334899902,0.7154671549797058,1.0218883175230014,31
zero_shot,2007,15,0.6554405689239502,0.5651424527168274,0.8095928414480641,31
zero_shot,2007,16,0.794715404510498,0.6848032474517822,0.8914681174952349,31
zero_shot,2007,17,0.4777059257030487,0.5190107226371765,0.6911627346023863,31
zero_shot,2007,18,1.0602635145187378,0.7353382110595703,1.0296909801094394,31
zero_shot,2007,19,0.8787847757339478,0.6213445067405701,0.937435211486078,31
zero_shot,2007,20,1.1117826700210571,0.8211508989334106,1.0544110536318638,31
zero_shot,2007,21,0.43592342734336853,0.5252392292022705,0.6602449752503752,31
zero_shot,2007,22,0.5495299696922302,0.6057741045951843,0.7413028866072425,31
zero_shot,2007,23,1.3348428010940552,0.7583204507827759,1.1553539722068105,31
zero_shot,2007,24,0.3896448016166687,0.4867302179336548,0.6242153487512693,31
zero_shot,2007,25,0.4258095920085907,0.5017268061637878,0.652540873822162,31
zero_shot,2007,26,0.8666430711746216,0.578881025314331,0.9309366633528952,31
zero_shot,2007,27,0.4529879093170166,0.5184243321418762,0.6730437647857802,31
zero_shot,2007,28,0.5565032958984375,0.5783633589744568,0.7459914851380259,31
zero_shot,2007,29,0.34287190437316895,0.4600796103477478,0.5855526486774429,31
zero_shot,2007,30,1.2599445581436157,0.7568115592002869,1.122472519994862,31
zero_shot,2007,31,0.8487991094589233,0.5445438027381897,0.9213029411973693,31
zero_shot,2007,32,0.316327840089798,0.4332350194454193,0.5624302979834905,31
zero_shot,2007,33,1.0886595249176025,0.6611410975456238,1.0433884822622888,31
zero_shot,2007,34,1.4632179737091064,0.7916428446769714,1.2096354714165365,31
zero_shot,2007,35,0.46763601899147034,0.5089513659477234,0.6838391762625701,31
zero_shot,2007,36,0.5854247212409973,0.4955024719238281,0.7651305256235679,31
zero_shot,2007,37,0.5025079250335693,0.5314180850982666,0.7088779338035353,31
zero_shot,2007,38,0.28931814432144165,0.411695271730423,0.5378830210384425,31
zero_shot,2007,39,0.42224010825157166,0.4813922345638275,0.6498000525173661,31
zero_shot,2007,40,1.113173484802246,0.7221161723136902,1.0550703695973298,31
zero_shot,2007,41,0.27441251277923584,0.435798704624176,0.5238439775154773,31
zero_shot,2007,42,1.3976378440856934,0.7145670652389526,1.182217342152319,31
zero_shot,2007,43,1.1437151432037354,0.8028275370597839,1.0694461852770971,31
zero_shot,2007,44,0.2897810637950897,0.437862753868103,0.5383131651697641,31
zero_shot,2007,45,0.4555816054344177,0.5805480480194092,0.6749678551119437,31
zero_shot,2007,46,0.5626763105392456,0.5886114239692688,0.7501175311504495,31
zero_shot,2007,47,0.6660464406013489,0.6259930729866028,0.8161166832024382,31
zero_shot,2007,48,0.7089423537254333,0.597960889339447,0.8419871458195982,31
zero_shot,2007,49,1.0392966270446777,0.7080274820327759,1.0194589874265063,31
zero_shot,2008,0,2.4196152687072754,0.8756788969039917,1.5555112563743392,34
zero_shot,2008,1,0.9177268147468567,0.6322901844978333,0.9579805920512464,34
zero_shot,2008,2,1.3930760622024536,0.6186323761940002,1.180286432270766,34
zero_shot,2008,3,0.45786845684051514,0.49109649658203125,0.676659779239549,34
zero_shot,2008,4,0.824836254119873,0.5277562141418457,0.9082049626157485,34
zero_shot,2008,5,0.9563551545143127,0.650069534778595,0.9779341258562935,34
zero_shot,2008,6,1.0277142524719238,0.7460721731185913,1.0137624240777146,34
zero_shot,2008,7,1.3289260864257812,0.7741625308990479,1.152790564858067,34
zero_shot,2008,8,1.118084192276001,0.760941207408905,1.0573950029558494,34
zero_shot,2008,9,1.3154678344726562,0.7307376265525818,1.1469384615020355,34
zero_shot,2008,10,2.0487546920776367,0.8721213340759277,1.4313471598733958,34
zero_shot,2008,11,0.5033143758773804,0.5330815315246582,0.7094465278492668,34
zero_shot,2008,12,0.4141356647014618,0.5049331784248352,0.6435337323726409,34
zero_shot,2008,13,0.9228331446647644,0.6831467747688293,0.9606420481452831,34
zero_shot,2008,14,1.1230082511901855,0.7570680379867554,1.0597208364424027,34
zero_shot,2008,15,0.7822355031967163,0.5639415383338928,0.8844407855796318,34
zero_shot,2008,16,0.8230729699134827,0.5702961683273315,0.9072336909052059,34
zero_shot,2008,17,2.158609390258789,0.8434424996376038,1.4692206744593506,34
zero_shot,2008,18,1.262306809425354,0.7972174882888794,1.1235242807457941,34
zero_shot,2008,19,0.8942682147026062,0.532315731048584,0.9456575567839588,34
zero_shot,2008,20,0.42492035031318665,0.4993934631347656,0.6518591491366725,34
zero_shot,2008,21,0.8368141055107117,0.5796564817428589,0.914775439936333,34
zero_shot,2008,22,0.42276322841644287,0.46021100878715515,0.6502024518689874,34
zero_shot,2008,23,0.527413547039032,0.5129752159118652,0.726232433205122,34
zero_shot,2008,24,0.725854754447937,0.5372484922409058,0.8519710995379697,34
zero_shot,2008,25,0.6636396050453186,0.6661176681518555,0.8146407828272033,34
zero_shot,2008,26,3.5957043170928955,1.1306973695755005,1.8962342463664386,34
zero_shot,2008,27,1.7935819625854492,0.7772965431213379,1.3392467892757665,34
zero_shot,2008,28,1.4130001068115234,0.715755045413971,1.1886968102975306,34
zero_shot,2008,29,0.8658714890480042,0.5519925355911255,0.9305221593535558,34
zero_shot,2008,30,1.0016411542892456,0.697741687297821,1.0008202407471811,34
zero_shot,2008,31,0.6820055246353149,0.6401481628417969,0.8258362577625875,34
zero_shot,2008,32,0.45020386576652527,0.5579373240470886,0.6709723286146198,34
zero_shot,2008,33,0.4145062565803528,0.42804431915283203,0.6438216030705655,34
zero_shot,2008,34,1.19430410861969,0.6053462624549866,1.0928422157931537,34
zero_shot,2008,35,0.6287038326263428,0.6075964570045471,0.7929084642166098,34
zero_shot,2008,36,2.9007134437561035,0.8933979272842407,1.7031480980103002,34
zero_shot,2008,37,1.5640811920166016,0.6470571756362915,1.2506323168767877,34
zero_shot,2008,38,1.4039978981018066,0.6966559886932373,1.184904172539622,34
zero_shot,2008,39,0.3219601809978485,0.3856373131275177,0.5674153513942397,34
zero_shot,2008,40,0.3516187071800232,0.42587971687316895,0.5929744574431711,34
zero_shot,2008,41,0.43924030661582947,0.5112926363945007,0.662752070246355,34
zero_shot,2008,42,1.7864593267440796,0.748885452747345,1.336584949318254,34
zero_shot,2008,43,0.45406317710876465,0.4944669008255005,0.6738421010212738,34
zero_shot,2008,44,1.8289179801940918,0.742701530456543,1.3523749406854935,34
zero_shot,2008,45,1.8446071147918701,0.8464264869689941,1.3581631399768843,34
zero_shot,2008,46,1.041016936302185,0.6243718266487122,1.0203023749370503,34
zero_shot,2008,47,1.3872195482254028,0.7083368897438049,1.1778028477743645,34
zero_shot,2008,48,0.475835919380188,0.49790045619010925,0.6898086106886373,34
zero_shot,2008,49,0.7961475849151611,0.6342297792434692,0.8922710266029942,34
zero_shot,2009,0,1.7553547620773315,0.7972674369812012,1.3248980195008715,34
zero_shot,2009,1,2.238481283187866,1.0609045028686523,1.4961555010051149,34
zero_shot,2009,2,1.0532995462417603,0.7488597631454468,1.026303827451579,34
zero_shot,2009,3,1.6011130809783936,0.8624511361122131,1.2653509714614335,34
zero_shot,2009,4,0.4775000810623169,0.5400484800338745,0.6910138067088941,34
zero_shot,2009,5,2.5569229125976562,1.0272923707962036,1.5990381210582993,34
zero_shot,2009,6,1.452652931213379,0.8635820746421814,1.205260524207683,34
zero_shot,2009,7,2.665813446044922,1.0299654006958008,1.6327318965601554,34
zero_shot,2009,8,2.63034725189209,1.0269122123718262,1.6218345328337567,34
zero_shot,2009,9,1.3661086559295654,0.8236525654792786,1.16880650919199,34
zero_shot,2009,10,0.9945778846740723,0.7234588861465454,0.9972852574234076,34
zero_shot,2009,11,1.3123247623443604,0.7513761520385742,1.1455674412029875,34
zero_shot,2009,12,1.5591509342193604,0.8330738544464111,1.24865965507794,34
zero_shot,2009,13,1.1132190227508545,0.805996835231781,1.0550919499033506,34
zero_shot,2009,14,1.3645979166030884,0.7141004800796509,1.1681600560724068,34
zero_shot,2009,15,0.3415907025337219,0.49024155735969543,0.584457613975318,34
zero_shot,2009,16,1.5117089748382568,0.7926754951477051,1.229515748105024,34
zero_shot,2009,17,0.42955586314201355,0.5390060544013977,0.6554051137594317,34
zero_shot,2009,18,0.9807533025741577,0.6371404528617859,0.9903298958297471,34
zero_shot,2009,19,0.9959778785705566,0.6939261555671692,0.9979869130256953,34
zero_shot,2009,20,1.0791304111480713,0.734032154083252,1.0388120191584573,34
zero_shot,2009,21,1.2925325632095337,0.7939086556434631,1.1368960212831838,34
zero_shot,2009,22,1.1340373754501343,0.7342513799667358,1.0649119097137256,34
zero_shot,2009,23,1.1986945867538452,0.675662100315094,1.0948491159761902,34
zero_shot,2009,24,0.5732051134109497,0.578292965888977,0.7571031061955497,34
zero_shot,2009,25,2.5403823852539062,1.0679168701171875,1.5938577054599028,34
zero_shot,2009,26,1.069800615310669,0.6954676508903503,1.0343116625614683,34
zero_shot,2009,27,1.46726655960083,0.8176611065864563,1.211307788962339,34
zero_shot,2009,28,0.8252232074737549,0.6420100927352905,0.9084179695898551,34
zero_shot,2009,29,0.6802861094474792,0.6381262540817261,0.8247945862137307,34
zero_shot,2009,30,1.1017162799835205,0.7777537107467651,1.049626733645595,34
zero_shot,2009,31,1.3747608661651611,0.7014656066894531,1.1725019685122755,34
zero_shot,2009,32,2.016000986099243,0.8420617580413818,1.4198594951963532,34
zero_shot,2009,33,0.5170692801475525,0.5107049345970154,0.7190752951865003,34
zero_shot,2009,34,0.7990372776985168,0.6749646067619324,0.8938888508637508,34
zero_shot,2009,35,1.8170366287231445,0.8911077380180359,1.3479750104223538,34
zero_shot,2009,36,1.0034600496292114,0.7374028563499451,1.0017285309050608,34
zero_shot,2009,37,0.9245505928993225,0.6808026432991028,0.9615355390724373,34
zero_shot,2009,38,1.3310316801071167,0.7623019218444824,1.1537034628131775,34
zero_shot,2009,39,1.2918505668640137,0.7940910458564758,1.1365960438361615,34
zero_shot,2009,40,1.8561228513717651,0.989762008190155,1.3623959965339612,34
zero_shot,2009,41,0.924571692943573,0.6945429444313049,0.9615465110661954,34
zero_shot,2009,42,1.0446131229400635,0.7355748414993286,1.022063169740532,34
zero_shot,2009,43,0.9345927238464355,0.7671270370483398,0.9667433598667412,34
zero_shot,2009,44,1.8820910453796387,0.9007949829101562,1.3718932339579633,34
zero_shot,2009,45,0.8885651230812073,0.666595458984375,0.9426373231955157,34
zero_shot,2009,46,0.9939274787902832,0.6620069146156311,0.9969591159071084,34
zero_shot,2009,47,0.5626643896102905,0.6245632767677307,0.7501095850676023,34
zero_shot,2009,48,1.508829951286316,0.8060830235481262,1.2283443944131938,34
zero_shot,2009,49,0.6780447959899902,0.5774134993553162,0.8234347551506375,34
zero_shot,2010,0,1.983747124671936,1.0795475244522095,1.408455581362769,33
zero_shot,2010,1,2.580007314682007,1.0120164155960083,1.6062401173803396,33
zero_shot,2010,2,1.204492449760437,0.7934520244598389,1.097493712856906,33
zero_shot,2010,3,2.350896120071411,0.9056278467178345,1.5332632259567862,33
zero_shot,2010,4,0.5096054077148438,0.5176610946655273,0.7138665195362812,33
zero_shot,2010,5,0.9734158515930176,0.7289345264434814,0.9866183920812633,33
zero_shot,2010,6,2.53292179107666,0.920884907245636,1.5915155641955439,33
zero_shot,2010,7,1.7029047012329102,0.8609717488288879,1.304953907704372,33
zero_shot,2010,8,1.6041051149368286,0.9126113057136536,1.26653271372548,33
zero_shot,2010,9,2.4129624366760254,1.1038240194320679,1.5533713132010727,33
zero_shot,2010,10,1.3757858276367188,0.8702163100242615,1.1729389701244983,33
zero_shot,2010,11,0.9899545311927795,0.7313347458839417,0.9949645879089263,33
zero_shot,2010,12,1.9032962322235107,1.026686429977417,1.3796000261755255,33
zero_shot,2010,13,1.8156079053878784,0.9343010783195496,1.3474449544927163,33
zero_shot,2010,14,2.723397970199585,1.0107877254486084,1.6502720897475014,33
zero_shot,2010,15,0.8536641597747803,0.5978187918663025,0.9239394784155401,33
zero_shot,2010,16,1.5057449340820312,0.78216153383255,1.2270879895435498,33
zero_shot,2010,17,1.4277678728103638,0.7736455798149109,1.1948924105585255,33
zero_shot,2010,18,2.5067286491394043,1.013671875,1.5832651859809854,33
zero_shot,2010,19,2.502948045730591,0.83017897605896,1.5820708093288969,33
zero_shot,2010,20,2.0044054985046387,0.8854741454124451,1.415770284511099,33
zero_shot,2010,21,1.0070886611938477,0.6686161160469055,1.0035380716215243,33
zero_shot,2010,22,1.5495994091033936,0.8561241626739502,1.2448290682271979,33
zero_shot,2010,23,1.3152662515640259,0.7602842450141907,1.1468505794409427,33
zero_shot,2010,24,1.2225812673568726,0.751533031463623,1.105703969133182,33
zero_shot,2010,25,0.7062049508094788,0.578228235244751,0.8403600126192814,33
zero_shot,2010,26,1.7784080505371094,0.8248841762542725,1.3335696646733943,33
zero_shot,2010,27,2.401067018508911,1.0642932653427124,1.5495376789574724,33
zero_shot,2010,28,1.0918391942977905,0.6360764503479004,1.0449110939681856,33
zero_shot,2010,29,0.9989864230155945,0.6564871668815613,0.9994930830253876,33
zero_shot,2010,30,1.3223844766616821,0.6844487190246582,1.149949771364681,33
zero_shot,2010,31,1.6617870330810547,0.7614268064498901,1.289103189461982,33
zero_shot,2010,32,2.9190378189086914,1.1750808954238892,1.708519188920245,33
zero_shot,2010,33,1.596832513809204,0.9202383160591125,1.2636583849321004,33
zero_shot,2010,34,1.1621968746185303,0.7427962422370911,1.0780523524479366,33
zero_shot,2010,35,1.1927763223648071,0.7330994009971619,1.0921429953833002,33
zero_shot,2010,36,2.772780418395996,1.1155802011489868,1.66516678395769,33
zero_shot,2010,37,2.411709785461426,1.0511646270751953,1.5529680568065223,33
zero_shot,2010,38,1.3259152173995972,0.7883412837982178,1.1514839197312297,33
zero_shot,2010,39,1.6002291440963745,0.7134743928909302,1.2650016379816962,33
zero_shot,2010,40,1.4404289722442627,0.8538335561752319,1.2001787251256635,33
zero_shot,2010,41,1.113509178161621,0.7097197771072388,1.0552294433731562,33
zero_shot,2010,42,1.9197889566421509,0.9487293362617493,1.3855644902501474,33
zero_shot,2010,43,2.190514326095581,0.9915077686309814,1.48003862317697,33
zero_shot,2010,44,1.5449150800704956,0.8321393132209778,1.2429461291908412,33
zero_shot,2010,45,1.5947000980377197,0.7953526973724365,1.262814356125919,33
zero_shot,2010,46,2.039313554763794,0.9942551851272583,1.4280453615917788,33
zero_shot,2010,47,1.074162244796753,0.7170977592468262,1.0364179874918964,33
zero_shot,2010,48,2.6427836418151855,1.1295664310455322,1.6256640617960358,33
zero_shot,2010,49,1.7126951217651367,0.8446654081344604,1.3086997829010047,33
zero_shot,2011,0,0.7322991490364075,0.6283328533172607,0.8557447920007504,32
zero_shot,2011,1,1.2124067544937134,0.8855046629905701,1.101093435859879,32
zero_shot,2011,2,1.1177953481674194,0.799094557762146,1.0572584112540413,32
zero_shot,2011,3,1.704653263092041,0.9358707666397095,1.3056237065448992,32
zero_shot,2011,4,0.9168219566345215,0.7434240579605103,0.9575082018627942,32
zero_shot,2011,5,0.34514284133911133,0.4678080677986145,0.5874885882628796,32
zero_shot,2011,6,1.4013087749481201,0.9096224308013916,1.1837688857830824,32
zero_shot,2011,7,2.1548008918762207,1.0429298877716064,1.467924007527713,32
zero_shot,2011,8,0.9833855628967285,0.7599176168441772,0.9916579868567229,32
zero_shot,2011,9,2.2670884132385254,1.1663384437561035,1.505685363294246,32
zero_shot,2011,10,0.5868673920631409,0.6408568620681763,0.7660727067734112,32
zero_shot,2011,11,1.0987528562545776,0.7747003436088562,1.0482141271012224,32
zero_shot,2011,12,0.896305501461029,0.6953877210617065,0.9467341239550991,32
zero_shot,2011,13,1.5972847938537598,0.8635454177856445,1.263837328873364,32
zero_shot,2011,14,1.31755530834198,0.7990013360977173,1.1478481207642324,32
zero_shot,2011,15,0.9437246322631836,0.7612395882606506,0.9714549049045887,32
zero_shot,2011,16,1.4318759441375732,0.893183171749115,1.1966101888825673,32
zero_shot,2011,17,0.9950929284095764,0.7597929835319519,0.997543446878168,32
zero_shot,2011,18,1.158286690711975,0.7205599546432495,1.0762372836470473,32
zero_shot,2011,19,1.3328369855880737,0.8177704811096191,1.1544855934952474,32
zero_shot,2011,20,1.3625452518463135,0.859498918056488,1.1672811365932003,32
zero_shot,2011,21,0.8258061408996582,0.6717233061790466,0.9087387638368125,32
zero_shot,2011,22,1.3537441492080688,0.8859565854072571,1.1635051135289731,32
zero_shot,2011,23,1.148679494857788,0.6804489493370056,1.0717646639341065,32
zero_shot,2011,24,2.7136800289154053,1.2005926370620728,1.6473251133019873,32
zero_shot,2011,25,1.4543161392211914,0.733505368232727,1.2059503054525884,32
zero_shot,2011,26,0.9479081630706787,0.7853854298591614,0.9736057534087803,32
zero_shot,2011,27,1.62936532497406,0.9452731609344482,1.2764659513571288,32
zero_shot,2011,28,1.4157503843307495,0.8957429528236389,1.1898530935921248,32
zero_shot,2011,29,1.2539057731628418,0.9121259450912476,1.1197793412823982,32
zero_shot,2011,30,1.374701976776123,0.8840621709823608,1.1724768555396405,32
zero_shot,2011,31,0.8483547568321228,0.601494550704956,0.9210617551674387,32
zero_shot,2011,32,0.9400399923324585,0.7488266229629517,0.9695565957345958,32
zero_shot,2011,33,0.9715544581413269,0.7646849751472473,0.9856746208264302,32
zero_shot,2011,34,0.9456934928894043,0.6771795749664307,0.9724677335980892,32
zero_shot,2011,35,1.4880121946334839,0.9666385650634766,1.219841053020222,32
zero_shot,2011,36,0.9408016204833984,0.8145400881767273,0.9699492875833243,32
zero_shot,2011,37,0.6799331903457642,0.6426533460617065,0.8245806148253573,32
zero_shot,2011,38,1.1509963274002075,0.8654580116271973,1.0728449689494786,32
zero_shot,2011,39,0.7227439880371094,0.6191720962524414,0.8501435102599498,32
zero_shot,2011,40,0.7501830458641052,0.6727586388587952,0.8661310789159486,32
zero_shot,2011,41,1.0432506799697876,0.8080912828445435,1.0213964362429446,32
zero_shot,2011,42,0.7893937230110168,0.7406909465789795,0.8884783188187638,32
zero_shot,2011,43,1.0434257984161377,0.7615656852722168,1.021482157659221,32
zero_shot,2011,44,1.2596347332000732,0.8257269859313965,1.1223345014745263,32
zero_shot,2011,45,1.6852128505706787,0.9547720551490784,1.2981574829621707,32
zero_shot,2011,46,1.6990360021591187,1.042298674583435,1.3034707523220912,32
zero_shot,2011,47,0.8711761236190796,0.7357850074768066,0.9333681608128057,32
zero_shot,2011,48,0.833535373210907,0.7384337186813354,0.9129815842671236,32
zero_shot,2011,49,1.3447102308273315,0.8699744939804077,1.1596164153836956,32
zero_shot,2012,0,1.5716255903244019,0.9812806248664856,1.2536449219473598,32
zero_shot,2012,1,1.9353582859039307,1.0844316482543945,1.391171551572246,32
zero_shot,2012,2,2.28004789352417,0.9746458530426025,1.5099827461014812,32
